asin,brand,title,url,image,rating,reviewUrl,totalReviews,prices,name,rating,date,verified,title,subject,helpfulVotes,total_bill,tip,sex,offer days,day,time,size
B01BLSX96G,Samsung,Samsung Galaxy Grand Prime Prepaid Smartphone Family Mobile Powered by T-Mobile,https://www.amazon.com/Samsung-Prepaid-Smartphone-Powered-T-Mobile/dp/B01BLSX96G,https://m.media-amazon.com/images/I/91yzn+6dfTL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.3,https://www.amazon.com/product-reviews/B01BLSX96G,9,,Mias0422,4,3/28/2014,TRUE,good lil replacemnt phone,"nice replacement phone with out the crazy price. i just use the phone for emergencies but its easy to learn, nice color resolution for a older style phone....only down side is its a prepaid phone and with the browser botton right at your finger tips....it only comes handy if you have internet. If not its easy to press it by mistake and use your prepaid mins just for a sec.",,15.81,3.16,Male,NO,Sat,Morning,2
B01C5OIINO,Samsung,"Samsung Galaxy S7 Edge SM-G935F 32GB (GSM Only, No CDMA) Factory Unlocked 4G/LTE Single SIM Smartphone (Black Onyx)",https://www.amazon.com/Samsung-SM-G935F-Factory-Unlocked-Smartphone/dp/B01C5OIINO,https://m.media-amazon.com/images/I/71nfW0Q94DL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.6,https://www.amazon.com/product-reviews/B01C5OIINO,32,$323.98 ,Aronicum,3,11/24/2013,TRUE,Worth the current price of $5,"A few comments on this phone: 1) The builtin ringtones are lame, they're uninspiring, almost random sounding ""tunes,"" however I find the ring volume loud enough, in contrast to complaints from some users that it's too low. Perhaps Samsung fixed this issue. 2) The screen is 2"" diagonal, which is a good size for a low end phone, however the low resolution makes it a bit grainy. Also it has a narrow viewing angle, i.e. you have to hold it at a certain angle or it appears dark or washed out. 3) The mobile web capability is very limited because of the phone's low memory. Originally Tracfone only allowed you to go to a set of preselected sites. Now you can enter any URL, but most of the time you get an insufficent memory error because the site is too large. I mainly use it to get info. by searching Google, in lieu of the Google SMS service that they discontinued. 4) As others have noted, when you close the slider the outer buttons don't lock immediately, you have to wait a few seconds before putting it in your pocket, otherwise the browser button could get pushed and you can lose a lot of minutes. 5) Battery standby time is less than a week, which is lower than other phones I've used. On the other hand it recharges faster than usual. EDIT: I recently charged the phone on a Sunday night, and it lasted until the next Monday morning, with light usage during the week. It will stay at one battery bar for a while and still be functional. When you recharge it, there doesn't seem to be any alert when it is finished, you have to just see if the battery icon is full. 6) The menu screens have a black and orange color scheme which, while readable, is a bit odd. I got it when it was $8, from Dealathon, and I'm still using it. Overall I'd say it is worth the current price of $5, for those of us who are not into the complexity and cost of smartphones. You can upgrade to another Tracfone later on. You can connect it to your Windows PC using a free program from Samsung and a cable you can get from Amazon for a few dollars, see this thread on the Howard forum: [...] ONE ADDITIONAL NOTE: Unlike some of their other phones, Samsung doesn't provide a PDF booklet/manual for this phone. However, the Samsung T245G flip phone has features that are mostly similar and that does have a manual at [...] The main menus of the two phones are the same except for item #6, which on the T301G is ""Games & Apps"" while on the T245G it is ""Camera."" In actuality, the ""Games & Apps"" item on the T301G contains Games and the Camera function, so that item is not properly named. While the T245G doesn't have games, just the Camera function.",,7.25,5.15,Male,NO,Sun,Morning,2
B01C62I49I,Apple,"Apple iPhone 6, 64GB, Silver - GSM Unlocked (Renewed)",https://www.amazon.com/Apple-iPhone-Fully-Unlocked-64GB/dp/B01C62I49I,https://m.media-amazon.com/images/I/71c1MkyxU+L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.1,https://www.amazon.com/product-reviews/B01C62I49I,6,$112.95 ,Chuck R,4,10/11/2011,TRUE,Samsung T301G,"Does the job. Nothing fancy but provides a cheap, adequate cell phone for someone that just wants to use it for emergencies and when there is no other option available. However, it is fragile. This is the 3rd one I've bought for my teenage daughter in a little over a year but my wife and myself have not had anyting happen to ours.",,31.85,3.18,Male,NO,Sun,Morning,2
B01CJ3SCCI,Samsung,"Samsung Galaxy S7 Edge, 5.5"" 32GB (Verizon Wireless) - Black",https://www.amazon.com/Samsung-Galaxy-S7-Edge-Wireless/dp/B01CJ3SCCI,https://m.media-amazon.com/images/I/71zIDRdP0NL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.6,https://www.amazon.com/product-reviews/B01CJ3SCCI,169,,E. Tester,3,12/26/2013,TRUE,Not bad for an emergency phone.,"I got it because of trouble with another phone. I found it on sale here for $5.00 and got it. So far, it seems to be working okay. I have made a few calls and was told the calls were clear and no crackling in the background. Not a bad deal.",,16.82,4,Male,YES,Sun,Morning,2
B01CJ3SCJ6,Samsung,Samsung Galaxy S7 32GB Unlocked (Verizon Wireless) - Gold,https://www.amazon.com/Samsung-Galaxy-Unlocked-Verizon-Wireless/dp/B01CJ3SCJ6,https://m.media-amazon.com/images/I/71kSYOju0xL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.2,https://www.amazon.com/product-reviews/B01CJ3SCJ6,235,,Ralph,5,1/11/2014,TRUE,Super Phone. Super Price. Super Amazon,"I cannot believe how well this phone works given the amount I paid for it. It was actually less than the cost of a package of cigarettes! Stylish, easy to use, and just as advertised. Amazon has done it again!",,32.9,3.11,Male,YES,Sun,Morning,2
B01CJ3SCN2,Samsung,"Samsung Galaxy S7, Black 32GB (Verizon Wireless)",https://www.amazon.com/Samsung-Galaxy-Black-Verizon-Wireless/dp/B01CJ3SCN2,https://m.media-amazon.com/images/I/71KB5PiwJAL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.6,https://www.amazon.com/product-reviews/B01CJ3SCN2,199,$249.99 ,Ben Watson,5,2/27/2014,TRUE,Samsung T301G Prepaid Phone (Tracfone),The phone is perfect for my needs. I am a Senior and need an emergency phone in my truck. The phone is inexpensive and performs great with clear sounding audio on both ends of the circuit. The carrier (Tracfone) offers various plans that should meet most requirements for a backup full featured phone.,,17.89,2,Male,YES,Sun,Morning,2
B01CJ3SF02,Samsung,"Samsung Galaxy GS7 Edge, Gold 32GB (Verizon Wireless)",https://www.amazon.com/Samsung-Galaxy-GS7-Edge-Wireless/dp/B01CJ3SF02,https://m.media-amazon.com/images/I/51dtq9MFg0L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.9,https://www.amazon.com/product-reviews/B01CJ3SF02,35,$671.46 ,musicalmom26,5,10/8/2013,TRUE,Simple and cheap phone for kids,"It's not the most exciting phone...but it has triple minutes, its easy to use, and cost $5. I bought it for my 7th grader to text me after games or practices. When it fell in the water and broke I simply ordered another :)",,14.48,2,Male,YES,Sun,Morning,2
B01CJU9126,Samsung,Samsung Galaxy S7 G930F 32GB Factory Unlocked GSM Smartphone - International Version - Titanium Silver,https://www.amazon.com/Samsung-Galaxy-S7-Smartphone-International/dp/B01CJU9126,https://m.media-amazon.com/images/I/71vfjigKSoL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.9,https://www.amazon.com/product-reviews/B01CJU9126,303,$319.99 ,Keith Bernhagen,5,4/25/2013,TRUE,Old but reliable,"I love the simplicity of its operation, and I have had others but this is a great phone. I lost it for 6 months and when it was found , it was as if I had just met an old friend who I had not seen in years.",,9.6,4,Female,YES,Sun,Morning,2
B01CN1RZY2,Samsung,Samsung Galaxy Note 5 SM-N920T 64gb - Unlocked Cellphone GSM - Platinum Gold (T - Mobile),https://www.amazon.com/Samsung-Galaxy-Note-SM-N920T-64gb/dp/B01CN1RZY2,https://m.media-amazon.com/images/I/91mI5Q-3b9L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2.8,https://www.amazon.com/product-reviews/B01CN1RZY2,32,,Raymond J. Casella,5,10/23/2013,TRUE,Great buy,Only $10 and it works within minutes of opening the package. You can't beat this buy for a quick second phone.,,34.63,3.55,Male,YES,Sun,Morning,2
B01COSAKMI,HUAWEI,Huawei Mate 8 NXT-L09 32GB 6-Inch 4G LTE Factory Unlocked Smartphone - International Stock No Warranty (Space Gray),https://www.amazon.com/Huawei-NXT-L09-Factory-Unlocked-Smartphone/dp/B01COSAKMI,https://m.media-amazon.com/images/I/61ajSRwQwrL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.9,https://www.amazon.com/product-reviews/B01COSAKMI,19,$138.00 ,Mrs. Clean,5,7/16/2015,TRUE,Five Stars,Do not use anymore,,34.65,3.68,Male,YES,Sun,Morning,4
B01CP4CGCI,Samsung,"Samsung Galaxy GS7 Edge, Black 32GB (Sprint)",https://www.amazon.com/Samsung-Galaxy-Edge-Black-Sprint/dp/B01CP4CGCI,https://m.media-amazon.com/images/I/71nZYJSFrnL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.3,https://www.amazon.com/product-reviews/B01CP4CGCI,20,,Stanley Joe Wynman,5,7/3/2014,TRUE,Nice Low Cost Smart Phone,"Great Starter phone for kids or for those who lose their smart phone. Works great, rates are OK.",,23.33,5.65,Male,YES,Sun,Morning,2
B01CP4CGTQ,Samsung,"Samsung Galaxy S7 G930P 32GB, Black Onyx - Sprint",https://www.amazon.com/Samsung-Galaxy-G930P-32GB-Black/dp/B01CP4CGTQ,https://m.media-amazon.com/images/I/71u5x5hyJNL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.9,https://www.amazon.com/product-reviews/B01CP4CGTQ,101,,shopper39,4,7/6/2014,TRUE,Good value,Love TracFone! I actually bought this one for the charger and battery for my existing TracFone. The price was great!,,45.35,3.5,Male,YES,Sun,Morning,3
B01CR1FQMG,Apple,"Apple iPhone 6S, GSM Unlocked, 64GB - Rose Gold (Renewed)",https://www.amazon.com/Apple-iPhone-6S-Unlocked-64GB/dp/B01CR1FQMG,https://m.media-amazon.com/images/I/412jWjEIzKL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.8,https://www.amazon.com/product-reviews/B01CR1FQMG,1,"$179.99,$659.99",Bill,4,10/29/2013,TRUE,Samsung T301G Prepaid Tracfone,"This phone works well with the Trac-fone system. It is cheap to buy, simple to use, and great as an emergency unit. Well worth the money.",,23.17,6.5,Male,YES,Sun,Morning,4
B01CR2IA6Y,Apple,"Apple iPhone 6S, GSM Unlocked, 16GB - Space Grey (Renewed)",https://www.amazon.com/Apple-iPhone-6S-Unlocked-16GB/dp/B01CR2IA6Y,https://m.media-amazon.com/images/I/81s7ZLOGOWL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.6,https://www.amazon.com/product-reviews/B01CR2IA6Y,595,$145.00 ,Eldon W. Bauer,5,2/28/2014,TRUE,nice phone,"IT IS REALLY A NICE PHONE FOR THE PRICE, IT DOES EVERY THING THAT I WANTED IT FOR, REALLY SATISFIED WITH IT.",,40.55,3,Male,YES,Sun,Morning,2
B01CW3CI7A,Samsung,AT&T GoPhone Samsung Flight II A927 3G Touchscreen / QWERTY Slider Phone - Gray Prepaid Go Phone,https://www.amazon.com/GoPhone-Samsung-Flight-Touchscreen-QWERTY/dp/B01CW3CI7A,https://m.media-amazon.com/images/I/81f0R4tLpXL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2,https://www.amazon.com/product-reviews/B01CW3CI7A,1,,angel,5,5/22/2015,TRUE,Five Stars,it have too time l do not remember.,,20.69,5,Male,YES,Sun,Morning,5
B01CYYYRNK,Samsung,"Samsung Galaxy S7 SM-G930A AT&T Unlocked Smartphone, (Black Onyx)",https://www.amazon.com/Samsung-Galaxy-SM-G930A-Unlocked-Smartphone/dp/B01CYYYRNK,https://m.media-amazon.com/images/I/419J7KwTxML._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.1,https://www.amazon.com/product-reviews/B01CYYYRNK,370,,BARBARA J. RANDLE,5,6/29/2014,TRUE,great item,"Yes it met all my expectations, the name alone did that, and the price made the package complete. It does more then it says. I love it, also it came when I wasn't expecting it.",,20.9,3.5,Female,YES,Sun,Morning,3
B01D0JV7AO,Samsung,Samsung Galaxy S6 SM-G920V 32GB Sapphire Black Smartphone for Verizon (Renewed),https://www.amazon.com/Samsung-SM-G920V-Sapphire-Smartphone-Verizon/dp/B01D0JV7AO,https://m.media-amazon.com/images/I/41NDoP58MFL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.4,https://www.amazon.com/product-reviews/B01D0JV7AO,1,"$99.00,$179.99",Dale G,5,1/2/2013,TRUE,TracFone,"Great fone. bought thru Amazon. Just as described....Only cincern, you have to use their browser, other wise, a good fone",,30.46,2,Male,YES,Sun,Morning,5
B01D0K1XUM,Samsung,Samsung Galaxy S6 SM-G920V 32GB White Smartphone for Verizon (Renewed),https://www.amazon.com/Samsung-SM-G920V-Smartphone-Certified-Refurbished/dp/B01D0K1XUM,https://m.media-amazon.com/images/I/41tYb1MPmTL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.4,https://www.amazon.com/product-reviews/B01D0K1XUM,1,$95.00 ,Wizard,3,11/26/2014,TRUE,OK,"double min OK, just wish they were tipple as were my previous.",,18.15,3.5,Female,YES,Sun,Morning,3
B01D4GDARQ,Samsung,Samsung Galaxy S7 Edge Smartphone - GSM Unlocked - 32 GB - No Warranty - Gold,https://www.amazon.com/Samsung-Galaxy-S7-Edge-Smartphone/dp/B01D4GDARQ,https://m.media-amazon.com/images/I/71rq8O+sInL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.2,https://www.amazon.com/product-reviews/B01D4GDARQ,62,,dersa,4,7/29/2013,TRUE,phone Tracfone,"good choice with slide and camera, speakerphone is great and of good quality, one of the best deals I have ever gotten",,23.1,4,Male,YES,Sun,Morning,3
B01D52K8DI,Samsung,Samsung Galaxy S6 SM-G920A 32GB Sapphire Black Smartphone for AT&T (Renewed),https://www.amazon.com/Samsung-SM-G920A-Sapphire-Smartphone-Renewed/dp/B01D52K8DI,https://m.media-amazon.com/images/I/61QvuzLECIL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.6,https://www.amazon.com/product-reviews/B01D52K8DI,132,$142.14 ,ivo anusic,5,7/7/2014,TRUE,ok,ok,,15.69,1.5,Male,YES,Sun,Morning,2
B01D52MTPS,Samsung,Samsung Galaxy S6 SM-G920A 32GB for AT&T (Renewed),https://www.amazon.com/Samsung-Galaxy-SM-G920A-32GB-Renewed/dp/B01D52MTPS,https://m.media-amazon.com/images/I/81mE4HPNGfL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2.9,https://www.amazon.com/product-reviews/B01D52MTPS,18,$157.99 ,Tah,5,8/29/2014,TRUE,Five Stars,Awesome buy and excellent delivery time.,,19.81,4.19,Female,YES,Thur,Night,2
B01D56C50I,Samsung,"Samsung Galaxy S7 SM-G930F 32GB Unlocked GSM 4G/LTE Smartphone - Gold (International version, No Warranty)",https://www.amazon.com/Samsung-Galaxy-SM-G930F-Unlocked-Smartphone/dp/B01D56C50I,https://m.media-amazon.com/images/I/41MeVYfLTXL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.9,https://www.amazon.com/product-reviews/B01D56C50I,11,,Ashley,3,3/30/2014,TRUE,i think its pretty good,its not bad. it comes with 20 free minutes. I had no problems working the phone either. but the down side is it came with expired coupons from 2 years ago,,28.44,2.56,Male,YES,Thur,Night,2
B01DC1ZM0Q,Apple,"Apple iPhone 6S, AT&T, 64GB - Gold (Renewed)",https://www.amazon.com/Apple-iPhone-6S-AT-64GB/dp/B01DC1ZM0Q,https://m.media-amazon.com/images/I/61+mrwyL24L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2.9,https://www.amazon.com/product-reviews/B01DC1ZM0Q,5,$145.00 ,Denine Moore,4,5/28/2014,TRUE,Good Value,Good value for the price! You can't go wrong paying less than nine dollars and have bluetooth and a camera. Phone slides up to unlock and reveal the keyboard.,,15.48,2.02,Male,YES,Thur,Night,2
B01DUPOOMG,Samsung,Samsung Galaxy S6 G920P 32GB Black Boost Mobile Smartphone,https://www.amazon.com/Samsung-Galaxy-G920P-Mobile-Smartphone/dp/B01DUPOOMG,https://m.media-amazon.com/images/I/51Kli220o8L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.7,https://www.amazon.com/product-reviews/B01DUPOOMG,29,,Amazon Customer,5,3/11/2016,TRUE,Five Stars,useful !!!,,16.58,4,Male,YES,Thur,Night,2
B01DYH5JC4,Samsung,Samsung Galaxy S7 - Prepaid - Carrier Locked (Boost Mobile),https://www.amazon.com/Samsung-Galaxy-S7-Prepaid-Carrier/dp/B01DYH5JC4,https://m.media-amazon.com/images/I/61uzTGGWrIL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.9,https://www.amazon.com/product-reviews/B01DYH5JC4,44,,Gary E. Jones,5,2/2/2014,TRUE,Love this. Repeat phone,Washed my other phone. Wanted one to fit my needs so I found a repeat. Very satisfied. Would buy again,,7.56,1.44,Male,YES,Thur,Night,2
B01DZJFWWS,Motorola,Moto G (4th Gen.) Unlocked - Black - 32GB,https://www.amazon.com/Moto-4th-Gen-Unlocked-Black/dp/B01DZJFWWS,https://m.media-amazon.com/images/I/815gN9Ip-mL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B01DZJFWWS,1,,Jean Schorr,4,10/31/2014,TRUE,Not bad for $3,Phone came with coupons from 2011-12 so phone is an older model. Not bad for $3.59,,10.34,2,Male,YES,Thur,Night,2
B01DZJFWXC,Motorola,Moto G Plus (4th Gen.) Unlocked - White - 64GB - U.S. Warranty,https://www.amazon.com/Moto-Plus-4th-Gen-Unlocked/dp/B01DZJFWXC,https://m.media-amazon.com/images/I/81KvhngkhYL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B01DZJFWXC,1,$299.99 ,leona hassell,5,7/24/2013,TRUE,good fone,I found this fone to be a nice size and it had all the features except the mp3 player so I am unable to download music. but that is ok I feel that those ear plugs are dangerous when you are walikg down the streets of mean nasty NYC..,,43.11,5,Female,YES,Thur,Night,4
B01E7FK14S,Samsung,"Samsung Galaxy J3 Express Prime 2 SM-J327A 4G LTE 7.0 Nougat 5"" Smartphone (AT&T) - Black",https://www.amazon.com/Samsung-Galaxy-Express-Prepaid-Carrier/dp/B01E7FK14S,https://m.media-amazon.com/images/I/51+uoZF-pcL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,4,https://www.amazon.com/product-reviews/B01E7FK14S,45,"$124.99,$139.99",Randy Reed,4,5/25/2014,TRUE,It's a phone...,Haven't used it yet... was purchased as a back up phone... so far I am good with it thou... we'll see...,,13,2,Female,YES,Thur,Night,2
B01E7JU3KG,Samsung,"Samsung Galaxy Core Prime, Charcoal Grey 8GB (Verizon ) (Renewed)",https://www.amazon.com/Samsung-Charcoal-Verizon-Certified-Refurbished/dp/B01E7JU3KG,https://m.media-amazon.com/images/I/617yV+XpiTL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B01E7JU3KG,6,$54.99 ,Angela G.,4,2/28/2010,FALSE,T301G - save battery life,"You may turn off GPRS (mobile web/MMS) to save battery life if you do not use GPRS features. However, the option requires accessing a secret menu. This is how: Open the slider and type *#4777*8665# and a menu should pop up. Go to menu number 5, Attach Mode. Select Manual attach. OK. It will inform you that you need to restart the phone for this to take effect - do this later. Then go to menu number 2, GPRS detach. The phone will notify you that it has done the GPRS detach, which means that it is no longer connected to the GPRS network. Now restart the phone, and there should be a blue and white G at the top of the screen instead of a red and white one. Success! Of course, you may reverse this at any time by going back to the secret menu and selecting Auto attach and GPRS attach. This will NOT adversely affect your ability to add minutes to the phone via [...] or by using a minutes card purchased in a store. If blocking the browser makes you unable to add minutes directly from the phone, just GPRS attach again and you'll be fine. If you cannot remember the code, consider putting it into a note (in the tools menu) for safe keeping. Enjoy your longer battery life!",,13.51,2,Male,YES,Thur,Night,2
B01EVMZMZU,Apple,"Apple iPhone 6 Plus, 16GB, Silver - For AT&T / T-Mobile (Renewed)",https://www.amazon.com/Apple-iPhone-Plus-Unlocked-16GB/dp/B01EVMZMZU,https://m.media-amazon.com/images/I/61I2iGTD5DL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.1,https://www.amazon.com/product-reviews/B01EVMZMZU,57,$165.42 ,JS,4,4/1/2010,FALSE,Great phone for the money,"This is a really good phone if you just need a basic model for low use, or just to keep for emergencies. I've had the big phone contracts, but now, I do not need that and I cannot justify paying that bill every month for a phone that I rarely use. I previously had a samsung katalyst and before that a samsung flip phone, I love the samsung phones they are really good quality and stand up to a decent amount of abuse. This particular phone is a cheaper model, but is similar to the Katalyst that I just finished up with. So far it's been good, sound quality is good. I also want to touch on tracphone's customer service. I had to call them because the minutes I placed on my phone didn't show up on the phone after several attempts to retrieve them, Customer service was excellent! They walked be through what to do and problem solved, they were very polite and curtious as well, all around a great experience. Did have to wait on hold either; my call was answered quickly and efficently. I'm definetly happy that I decided to go with the tracphone!!!",,18.71,4,Male,YES,Thur,Night,3
B01F482BTK,Samsung,Samsung Galaxy S7 G930A 32GB Black Onyx - Unlocked GSM (Renewed),https://www.amazon.com/Samsung-Galaxy-G930A-32GB-Black/dp/B01F482BTK,https://m.media-amazon.com/images/I/71u5x5hyJNL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.4,https://www.amazon.com/product-reviews/B01F482BTK,902,$138.99 ,Karen,1,9/13/2011,FALSE,Minutes disappear,"My minutes just would evaporate on this phone. One day I would have 100 minutes and pick up the phone out of my purse and it would have 80. Then 80 to 60, then 60 to 30 and I had not made a call. Didn't know why, still don't know why unless like the other reviewers said the browser was accidentally being turned on. Tracfone replaced it first saying the phone was defective, but the new one is doing the same thing. MINUTES DISAPPEAR. When I complained was told several times by the first two women that the phone was working properly and they did their best to dismiss me. So, I asked if they were calling me a liar. Finally they decided to send me a new, different brand of phone. What irks me about this entire situation is, you KNOW they KNEW what was happening to me, yet feigned ignorance. After I told them I had been a faithful tracfone user for eight years and did not have this problem with my other phone, did their attitude change a bit. Still very upset the way they treated me, but it is typical of the way companies treat their customers these days. AT&T is worse, much worse. If I had a choice I would change. In fact, I felt like just giving up all this technology and doing without a cell phone. How much do we have to pay to be treated like garbage? Tracfone you are the pits today. It's terrible to waste so much time talking to these people, even if in the end they do what is right. I know I was on the phone way over an hour. They knew all along what it was, and kept denying there was a problem. My blood pressure I am sure was skyrocketing.",,12.74,2.01,Female,YES,Thur,Night,2
B01F4889GE,Samsung,Samsung Galaxy S7 G930A 32GB Gold Platinum - Unlocked GSM (Renewed),https://www.amazon.com/Samsung-Galaxy-S7-G930A-Platinum/dp/B01F4889GE,https://m.media-amazon.com/images/I/41mgFtqfj-L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.4,https://www.amazon.com/product-reviews/B01F4889GE,902,$149.99 ,JGA,5,10/1/2009,FALSE,The Best of TracFone in my opinion,"You can read on an unopened package what features a phone has but what people really need to hear is how those features you use most ""work."" It's a well built phone that I will use mostly for talking and limited texting. My main concerns about a phone are its quality and its audio performance (both incoming and outgoing). Because I have owned and used all three, I can compare this phone to the LG600G and the Motorola W376G and this one is the winner hands down! Audio is as good or better than the Motorola 376 and even better quality of construction. The 376 has a ""flimsy"" key pad not conducive to large finger tips and its silver case scratches easily. The LG600G (or at least the one I received) had POOR quality audio coming and going - nobody sounded like them self and it was not sharp and clear. Samsung produced some features you don't see in the average ""prepay plan phones."" The one I appreciate most is an added touch that speaks to the quality of Samsung products and it is the ability to adjust total sound levels up or down depending on your environment (normal, silent, driving and outdoors). They'll continue to improve as time goes on but for the present, the T301G is the best that TracFone offers and is an excellent phone.",,13,2,Female,YES,Thur,Night,2
B01FCFZS3G,Samsung,Samsung Galaxy S7 Edge G935A 32GB AT&T - Black Onyx,https://www.amazon.com/Samsung-Galaxy-Edge-G935A-32GB/dp/B01FCFZS3G,https://m.media-amazon.com/images/I/61y-TkZ5lWL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B01FCFZS3G,204,,Kindle Customer,3,9/16/2013,FALSE,How to fix browser problem,"As some of you have discovered these phones, along with many others, have a habit of accidentally dialing the browser when you place the phone in your holster and eating up lots of minutes. The simple fix is to wait about five seconds for the screen to go blank before placing the phone in the holster. This locks the keys until you press unlock then OK or slide the phone open. The browser will not dial if you wait these few seconds. It's a pain and stupid on Samsung's part but it's the only way to prevent this problem, there's no way to lock out the browser.",,16.4,2.5,Female,YES,Thur,Night,2
B01FCR0GOK,Samsung,"Samsung Galaxy S6 Active G890A 32GB 16MP Camera Unlocked GSM 4G LTE Octa-Core Smartphone, Blue",https://www.amazon.com/Samsung-Galaxy-Unlocked-Octa-Core-Smartphone/dp/B01FCR0GOK,https://m.media-amazon.com/images/I/71aAecS1EpL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.3,https://www.amazon.com/product-reviews/B01FCR0GOK,41,,Dr. Huber,3,6/22/2013,FALSE,Area Code 508 - beware,"I found Tracfone coverage in AC 508 spotty at best, non-existent in most towns on MVY. ""Customer Service"" (as many other reviewers point out) is a joke, the operators are not only unwilling but also incapable of giving any kind of explanation why the service varies so greatly within a few hundred feet, also depending on the time of day. You may find yourself in a ""black hole"". The little Samsung works OK, the display is bright and the buttons not too responsive (except the cursed browser one). Volume control is not quite up to par. The menu to access functions is unncessarily complicated and not at all intuitive.",,20.53,4,Male,YES,Thur,Night,4
B01FIW1B9S,Samsung,Samsung Galaxy S7 G930T 32GB T-Mobile - Black,https://www.amazon.com/Samsung-Galaxy-G930T-32GB-T-Mobile/dp/B01FIW1B9S,https://m.media-amazon.com/images/I/51C6HtwGL+L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.8,https://www.amazon.com/product-reviews/B01FIW1B9S,181,,MusicalMarc,3,11/9/2011,FALSE,good basic phone but proprietary limited accessories,"Read other reviews for pros/cons, but do note that the dual use charger-headset jack is not micro or mini USB. According to Samsung and a local dealer, there is no adapter available. None of the multiple adapters provided with the phone will work w/the proprietary jack. So, you cannot use your own plug-in headset or a universal external extended battery, and there are no OEM extended batteries w/cover. I was told by a dealer that post 2008 phones must have compatible micro or mini jacks, and T301g is older. If this is not an issue for you, the phone is a very good simple phone, especially once the browser is disabled. These are problems for me, and may be for you: 1. microphone quality of provided headset is significantly lower than the Plantronics I was using; 2. I am in a rural area and the battery use is higher than the previous Motorola tracfone, so other battery options are helpful; 3. bluetooth costs more than the phone, and given phone and battery life, didn't seem a worthwhile investment.",,16.47,3.23,Female,YES,Thur,Night,3
B01FJT7E0A,Sony,Sony Xperia XA F3113 16GB GSM Android v6.0 Phone - Graphite Black,https://www.amazon.com/Sony-Xperia-F3113-Android-Phone/dp/B01FJT7E0A,https://m.media-amazon.com/images/I/81ktijeMGJL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.2,https://www.amazon.com/product-reviews/B01FJT7E0A,410,$149.00 ,PATRICK M.,5,1/4/2011,FALSE,HAVE 3 OF THESE-MAKE THAT FOUR,"When I first tried out tracfone, I bought this phone. I got it on sale for $19.99 and it had double minutes for life. It worked so well, I got it for myself, then my wife saw it and wanted one for her. I find the battery life is actually pretty good as is the reception. This is a great little phone! UPDATE: 4-6-14: My wife wanted to go back to a Basic phone. She said she wanted a tracfone that was a flip phone, however, when she remembered that we had these from years ago, she opted to return to this Model. Great little phone!",,26.59,3.41,Male,YES,Sat,Morning,3
